CONSULTA_PORTAL;TIPO_CONSULTA;CAMPO_PORTAL;TIPO_CAMPO_PORTAL;CAMPO_DERIVADO;CAMPO_SIAFI;DIMENSAO_SIAFI;TOOLTIP_SIAFI;CAMPO_GRP;DIMENSAO_GRP;TOOLTIP_GRP;NOVO_CAMPO_GRP;DUVIDA;OBSERVACAO;DIGITOS_SIAFI;DIGITOS_GRP
Viagens;;;;;;;;;;;;;;;
